booking_id,passenger_id_hash,flight_id,booking_date,status,seat_number,airline,source,destination,departure_time,arrival_time,flight_duration_minutes,flight_duration_hours,supplied_duration_minutes,duration_difference_minutes,duration_status,payment_id,amount,payment_method,first_name,last_name,age,gender,aadhaar_masked,phone_masked,email_masked,flight_day_type,age_group,booking_month
B1874,2426b0a2227ebf71df01c02358fbe2e0c013c32dd2ed3111ac01227c7df8acd6,6F108,2026-01-26 11:37:36.952,CONFIRMED,16E,IndiGo,DEL,HYD,2026-04-17 23:41:41.702,2026-04-18 03:23:41.702,222.0,3.7,222.0,0.0,Valid,PAY1669,8735.05,NETBANKING,Ira,Singh,50,M,51**********,+9************,ir*******************,Unknown,46-60,2026-01
B1875,4106a53da67785e5d50e3c3b7495c032f8b5ea65429f48c6ac715ffb1db71025,6F069,2025-06-17 11:37:36.952,PENDING,17D,IndiGo,MAA,BLR,2026-04-17 23:44:41.701,2026-04-18 03:17:41.701,213.0,3.55,213.0,0.0,Valid,PAY1019,,NETBANKING,Ananya,Khan,60,M,84**********,+9************,an*******************,Unknown,46-60,2025-06
B1876,d75a676921b0b5ba379cbf71c9d5375969007807daae094e5449add02f6f5e55,6F072,2025-06-14 11:37:36.952,CANCELLED,18F,IndiGo,BLR,CCU,2026-04-18 02:14:41.702,2026-04-18 03:11:41.702,57.0,0.95,57.0,0.0,Valid,PAY1139,11290.32,NETBANKING,Ira,Patel,11,F,12*********,+9************,ir*******************,Unknown,Under 18,2025-06
B1877,7eaf1e6c1630f0c8a2856d98642aa558e04431b37f75a59a998747e5f9e8496c,6F096,2025-11-09 11:37:36.952,CONFIRMED,33F,IndiGo,MAA,BLR,2026-04-17 22:45:41.702,2026-04-18 02:58:41.702,253.0,4.216666666666667,253.0,0.0,Valid,,,,Reyansh,Joshi,33,F,29**********,+9************,re***********************,Unknown,31-45,2025-11
B1878,2e06fe05d97653f378e15a1f549233d5975eeffe396e222055ed3921fa4a9de9,SJ233,2025-12-31 11:37:36.952,PENDING,31D,SpiceJet,DEL,HYD,2026-04-18 01:18:41.704,2026-04-18 02:56:41.704,98.0,1.6333333333333333,98.0,0.0,Valid,PAY1204,14778.71,CARD,Aadhya,Reddy,70,M,54**********,+9************,aa**********************,Unknown,60+,2025-12
B1879,611287edff2d9e602fc6312c5850f6c8c7f4718408f7c4e4adbda51ff8cefd15,AI203,2025-12-03 11:37:36.952,PENDING,9E,Air India,BOM,CCU,2026-04-18 00:09:41.703,2026-04-18 02:56:41.703,167.0,2.783333333333333,167.0,0.0,Valid,PAY1215,4682.98,UPI,Ira,Kulkarni,55,F,34*********,+9************,ir**********************,Unknown,46-60,2025-12
B1880,83c85f81da982d4c9ed3c2fcc836cdf2659cfb58f416a0ba429b205847099db5,UK147,2026-03-08 11:37:36.952,CONFIRMED,2E,Vistara,CCU,DEL,2026-04-17 23:35:41.703,2026-04-18 02:55:41.703,200.0,3.3333333333333335,200.0,0.0,Valid,PAY1864,11737.0,UPI,Ishaan,Kulkarni,68,F,84**********,+9************,is**************************,Unknown,60+,2026-03
B1881,8a476547d4cf963e230232a65adb7a9aa6ed589ac5f4438a7f13da335fe22741,UK039,2025-08-26 11:37:36.952,PENDING,8E,Vistara,HYD,BOM,2026-04-18 01:40:41.701,2026-04-18 02:53:41.701,73.0,1.2166666666666666,73.0,0.0,Valid,,,,Aditya,Joshi,70,M,70**********,+9************,ad***********************,Unknown,60+,2025-08
B1882,e258099877a0dfa862dd5ceb6874fed7650bfd2c8be2a10fe73abf73296ec40c,6F216,2025-10-17 11:37:36.952,CANCELLED,18B,IndiGo,BLR,DEL,2026-04-17 21:58:41.704,2026-04-18 02:51:41.704,293.0,4.883333333333334,293.0,0.0,Valid,,,,Sai,Banerjee,1,F,78**********,+9************,sa********************,Unknown,Under 18,2025-10
B1883,431bbc9bb28a7a5e0bf25020314c9e2c077bcec5d4488d3ac5565978cd0a75fe,AI214,2025-11-17 11:37:36.952,PENDING,5B,Air India,CCU,DEL,2026-04-17 22:23:41.703,2026-04-18 02:49:41.703,266.0,4.433333333333334,266.0,0.0,Valid,PAY1100,4498.27,CARD,Muhammad,Khan,35,M,16**********,+9************,mu***********************,Unknown,31-45,2025-11
B1883,431bbc9bb28a7a5e0bf25020314c9e2c077bcec5d4488d3ac5565978cd0a75fe,AI214,2025-11-17 11:37:36.952,PENDING,5B,Air India,CCU,DEL,2026-04-17 22:23:41.703,2026-04-18 02:49:41.703,266.0,4.433333333333334,266.0,0.0,Valid,PAY1359,3193.06,CARD,Muhammad,Khan,35,M,16**********,+9************,mu***********************,Unknown,31-45,2025-11
B1884,a5d7ccdbaa33ef6ad8ff6cdca600e6bb1ab3186089c6286d1695f87fd374721f,UK025,2025-08-31 11:37:36.952,CANCELLED,31D,Vistara,DEL,BOM,2026-04-17 22:55:41.701,2026-04-18 02:47:41.701,232.0,3.8666666666666667,232.0,0.0,Valid,,,,Kavya,Chatterjee,35,M,84**********,+9************,ka**************************,Unknown,31-45,2025-08
B1885,68817845c7bde67edec29d198d21c1460e32dcbede85fd085f7ba7a632b75af2,UK053,2025-08-10 11:37:36.952,CANCELLED,11B,Vistara,BLR,BOM,2026-04-17 23:56:41.701,2026-04-18 02:46:41.701,170.0,2.8333333333333335,170.0,0.0,Valid,PAY1297,9992.33,NETBANKING,Myra,Ghosh,6,M,46**********,+9************,my*********************,Unknown,Under 18,2025-08
B1886,0c2667ac3ad287d572e2898ace23dff926bf2ae1f6c450ede0c679b75f2572b9,6F130,2026-02-12 11:37:36.952,Unknown,9D,IndiGo,DEL,HYD,2026-04-18 01:27:41.702,2026-04-18 02:45:41.702,78.0,1.3,78.0,0.0,Valid,,,,Myra,Naidu,27,M,95**********,+9************,my***********************,Unknown,18-30,2026-02
B1887,44f4c40b2d4180be174e74764b2fa93a31e9acf2f95cffd3d99e341557a6e008,6F247,2026-03-09 11:37:36.952,PENDING,23F,IndiGo,DEL,HYD,2026-04-18 01:27:41.702,2026-04-18 02:45:41.702,78.0,1.3,78.0,0.0,Valid,PAY1588,9312.51,UPI,Ishaan,Kulkarni,4,F,64**********,+9************,is*************************,Unknown,Under 18,2026-03
B1888,29b50a0cf1005354bee43ac4169f609fce2718c926a49545f42418af74a1306a,6F159,2025-12-25 11:37:36.952,CANCELLED,25C,IndiGo,CCU,BOM,2026-04-18 02:08:41.703,2026-04-18 02:43:41.703,35.0,0.5833333333333334,35.0,0.0,Valid,PAY1047,8931.9,UPI,Arjun,Agarwal,12,M,96**********,+9************,ar**************************,Unknown,Under 18,2025-12
B1888,29b50a0cf1005354bee43ac4169f609fce2718c926a49545f42418af74a1306a,6F159,2025-12-25 11:37:36.952,CANCELLED,25C,IndiGo,CCU,BOM,2026-04-18 02:08:41.703,2026-04-18 02:43:41.703,35.0,0.5833333333333334,35.0,0.0,Valid,PAY1099,5981.84,CARD,Arjun,Agarwal,12,M,96**********,+9************,ar**************************,Unknown,Under 18,2025-12
B1889,0b40c4ed7240e82b9daeb1d3d1dfec63f961836cb323b1a80f47700b744efddb,UK086,2026-02-24 11:37:36.952,CANCELLED,22C,Vistara,CCU,BLR,2026-04-17 23:55:41.702,2026-04-18 02:27:41.702,152.0,2.533333333333333,152.0,0.0,Valid,,,,Ananya,Gupta,45,M,59*********,+9************,an********************,Unknown,31-45,2026-02
B1890,6d64c5db9320443a09f781a2448e89f34f0981a8a62009bf634605c5eed2f85c,6F102,2025-08-30 11:37:36.952,PENDING,12E,IndiGo,HYD,MAA,2026-04-18 01:10:41.702,2026-04-18 02:24:41.702,74.0,1.2333333333333334,74.0,0.0,Valid,PAY1380,13732.45,UPI,Myra,Reddy,26,F,47**********,+9************,my******************,Unknown,18-30,2025-08
B1891,6c969592dda6775eb2d96d83f8e2d8e54a67096e4e750447f35de345c8b4d564,UK186,2026-01-26 11:37:36.952,CANCELLED,18D,Vistara,BOM,BLR,2026-04-17 23:05:41.703,2026-04-18 02:22:41.703,197.0,3.283333333333333,197.0,0.0,Valid,PAY1190,2216.08,UPI,Reyansh,Banerjee,36,F,25**********,+9************,re***************************,Unknown,31-45,2026-01
B1891,6c969592dda6775eb2d96d83f8e2d8e54a67096e4e750447f35de345c8b4d564,UK186,2026-01-26 11:37:36.952,CANCELLED,18D,Vistara,BOM,BLR,2026-04-17 23:05:41.703,2026-04-18 02:22:41.703,197.0,3.283333333333333,197.0,0.0,Valid,PAY1538,1978.49,UPI,Reyansh,Banerjee,36,F,25**********,+9************,re***************************,Unknown,31-45,2026-01
B1892,6a1360631684f8735cc5a63873b23ab71c24661d7c84247e8b2ea7b7a659a79c,6F032,2025-08-24 11:37:36.952,PENDING,17F,IndiGo,DEL,BOM,2026-04-17 23:43:41.701,2026-04-18 02:22:41.701,159.0,2.65,159.0,0.0,Valid,,,,Ira,Khan,38,F,30**********,+9************,ir****************,Unknown,31-45,2025-08
B1893,5a9ab6e12ec4e942348d18b895371cf4040979263f639ba05335af4e3c09d3fd,6F186,2025-08-02 11:37:36.952,CONFIRMED,19A,IndiGo,HYD,BOM,2026-04-17 21:48:41.703,2026-04-18 02:02:41.703,254.0,4.233333333333333,254.0,0.0,Valid,,,,Diya,Pillai,69,M,66**********,+9************,di*********************,Unknown,60+,2025-08
B1894,7da056615e9de44036a97bc53ef4dae7905297542ca3ba538d600ce7e4d2ac6b,6F106,2026-02-24 11:37:36.952,CANCELLED,4F,IndiGo,BOM,CCU,2026-04-18 00:10:41.702,2026-04-18 01:52:41.702,102.0,1.7,102.0,0.0,Valid,,,,Kavya,Gupta,11,M,46**********,+9************,ka*******************,Unknown,Under 18,2026-02
B1895,6a8e25c32bd2561ffe6615c57c1cbc6735a28a34dcfb3a21c1e230f679cb9aaf,AI021,2025-10-05 11:37:36.952,CANCELLED,14E,Air India,DEL,HYD,2026-04-17 21:39:41.701,2026-04-18 01:38:41.701,239.0,3.9833333333333334,239.0,0.0,Valid,PAY1231,13425.87,CARD,Aarav,Banerjee,50,F,99**********,+9************,aa************************,Unknown,46-60,2025-10
B1895,6a8e25c32bd2561ffe6615c57c1cbc6735a28a34dcfb3a21c1e230f679cb9aaf,AI021,2025-10-05 11:37:36.952,CANCELLED,14E,Air India,DEL,HYD,2026-04-17 21:39:41.701,2026-04-18 01:38:41.701,239.0,3.9833333333333334,239.0,0.0,Valid,PAY1259,6230.89,NETBANKING,Aarav,Banerjee,50,F,99**********,+9************,aa************************,Unknown,46-60,2025-10
B1895,6a8e25c32bd2561ffe6615c57c1cbc6735a28a34dcfb3a21c1e230f679cb9aaf,AI021,2025-10-05 11:37:36.952,CANCELLED,14E,Air India,DEL,HYD,2026-04-17 21:39:41.701,2026-04-18 01:38:41.701,239.0,3.9833333333333334,239.0,0.0,Valid,PAY1437,13629.71,CARD,Aarav,Banerjee,50,F,99**********,+9************,aa************************,Unknown,46-60,2025-10
B1895,6a8e25c32bd2561ffe6615c57c1cbc6735a28a34dcfb3a21c1e230f679cb9aaf,AI021,2025-10-05 11:37:36.952,CANCELLED,14E,Air India,DEL,HYD,2026-04-17 21:39:41.701,2026-04-18 01:38:41.701,239.0,3.9833333333333334,239.0,0.0,Valid,PAY1759,9624.54,CARD,Aarav,Banerjee,50,F,99**********,+9************,aa************************,Unknown,46-60,2025-10
B1895,6a8e25c32bd2561ffe6615c57c1cbc6735a28a34dcfb3a21c1e230f679cb9aaf,AI021,2025-10-05 11:37:36.952,CANCELLED,14E,Air India,DEL,HYD,2026-04-17 21:39:41.701,2026-04-18 01:38:41.701,239.0,3.9833333333333334,239.0,0.0,Valid,PAY1986,11120.61,NETBANKING,Aarav,Banerjee,50,F,99**********,+9************,aa************************,Unknown,46-60,2025-10
B1896,63ac4a24e48cfe89f1218e7981373d1f1de2eac52e71435d035341619ce8ab8d,AI157,2025-11-30 11:37:36.952,PENDING,11F,Air India,BLR,CCU,2026-04-17 22:45:41.703,2026-04-18 01:33:41.703,168.0,2.8,168.0,0.0,Valid,PAY1548,,CARD,Myra,Kulkarni,1,F,60**********,+9************,my**************************,Unknown,Under 18,2025-11
B1896,63ac4a24e48cfe89f1218e7981373d1f1de2eac52e71435d035341619ce8ab8d,AI157,2025-11-30 11:37:36.952,PENDING,11F,Air India,BLR,CCU,2026-04-17 22:45:41.703,2026-04-18 01:33:41.703,168.0,2.8,168.0,0.0,Valid,PAY1548,,CARD,Myra,Kulkarni,1,F,47*********,+9************,my***********************,Unknown,Under 18,2025-11
B1897,bc503e7c17113af4a5b4cf79fc6fb04e45dd046dd453e96f390000269063a205,6F054,2025-11-01 11:37:36.952,PENDING,26F,IndiGo,HYD,BLR,2026-04-17 22:00:41.701,2026-04-18 01:25:41.701,205.0,3.4166666666666665,205.0,0.0,Valid,PAY1017,9752.05,CARD,Diya,Singh,89,F,65**********,+9************,di********************,Unknown,60+,2025-11
B1897,bc503e7c17113af4a5b4cf79fc6fb04e45dd046dd453e96f390000269063a205,6F054,2025-11-01 11:37:36.952,PENDING,26F,IndiGo,HYD,BLR,2026-04-17 22:00:41.701,2026-04-18 01:25:41.701,205.0,3.4166666666666665,205.0,0.0,Valid,PAY1371,7243.26,NETBANKING,Diya,Singh,89,F,65**********,+9************,di********************,Unknown,60+,2025-11
B1898,8e26350544cae3f0f70ce8db62951546a2e8e09af01719b2917ac5c05e1798cc,AI187,2025-10-03 11:37:36.952,PENDING,10D,Air India,BLR,HYD,2026-04-17 23:32:41.703,2026-04-18 01:16:41.703,104.0,1.7333333333333334,104.0,0.0,Valid,PAY1854,5718.04,CARD,Vivaan,Singh,9,F,63**********,+9************,vi**************************,Unknown,Under 18,2025-10
B1899,80bcebf41c4bf5f4674440fa55601c0d61d8d8d07e65ebf851a5d01d7ed599ae,SJ124,2025-09-28 11:37:36.952,PENDING,4B,SpiceJet,HYD,DEL,2026-04-17 21:05:41.702,2026-04-18 01:12:41.702,247.0,4.116666666666666,247.0,0.0,Valid,PAY1375,3146.15,UPI,Krishna,Ghosh,10,M,51**********,+9************,kr*********************,Unknown,Under 18,2025-09
B1900,89fef259b03bd24a0b841cd92ec8accc906ac07ab48804c073e5facfc880bcc5,SJ223,2025-10-06 11:37:36.952,CANCELLED,11C,SpiceJet,HYD,MAA,2026-04-17 23:54:41.703,2026-04-18 01:08:41.703,74.0,1.2333333333333334,74.0,0.0,Valid,PAY1904,1212.98,UPI,Muhammad,Joshi,9,M,97**********,+9************,mu***************************,Unknown,Under 18,2025-10
B1901,4501ed1c58dd1fd2e579358f8d11c8862f6f538680eb712ec38db5827d52e883,UK103,2025-04-25 11:37:36.952,CONFIRMED,21A,Vistara,MAA,DEL,2026-04-17 21:52:41.702,2026-04-18 01:06:41.702,194.0,3.2333333333333334,194.0,0.0,Valid,PAY1434,10787.49,CARD,Krishna,Nair,3,M,80**********,+9************,kr********************,Unknown,Under 18,2025-04
B1902,a2e1a6df1b20d75758869362fdcd51f72b40da14a5f7f80910562c4e736e9993,SJ157,2026-02-08 11:37:36.952,CONFIRMED,14F,SpiceJet,DEL,HYD,2026-04-17 22:11:41.703,2026-04-18 01:05:41.703,174.0,2.9,174.0,0.0,Valid,,,,Muhammad,Patel,46,F,45**********,+9************,mu**********************,Unknown,46-60,2026-02
B1903,680933683d5650204f499668478e9ceed7b994ffc70329e2e7e8993996f3cbdc,6F242,2025-11-06 11:37:36.952,CONFIRMED,9B,IndiGo,BLR,MAA,2026-04-17 21:10:41.704,2026-04-18 01:04:41.704,234.0,3.9,234.0,0.0,Valid,,,,Muhammad,Gupta,73,M,99**********,+9************,mu***************************,Unknown,60+,2025-11
B1904,c6609517bbe9e32d4ba09050c18bbfe68e64408d4c2c416d53f11e60c14374f8,UK213,2025-07-01 11:37:36.952,CONFIRMED,8B,Vistara,BOM,CCU,2026-04-17 23:21:41.704,2026-04-18 01:01:41.704,100.0,1.6666666666666667,100.0,0.0,Valid,PAY1110,5769.34,NETBANKING,Riya,Pillai,5,M,51**********,+9************,ri*********************,Unknown,Under 18,2025-07
B1905,72097e858425a287cb6a182758abb1f765a4f22ee53503cc2271728328ffd2b9,SJ120,2026-02-13 11:37:36.952,PENDING,24B,SpiceJet,MAA,BLR,2026-04-17 21:19:41.702,2026-04-18 00:56:41.702,217.0,3.6166666666666667,217.0,0.0,Valid,,,,Reyansh,Kulkarni,69,F,82**********,+9************,re**************************,Unknown,60+,2026-02
B1906,2be53f37298895795632144e52510d368f55e0345c1caa035315f419bb8c795f,AI035,2025-08-11 11:37:36.952,CANCELLED,22B,Air India,DEL,MAA,2026-04-17 23:17:41.701,2026-04-18 00:48:41.701,91.0,1.5166666666666666,91.0,0.0,Valid,PAY1032,11037.65,UPI,Myra,Sharma,20,F,58**********,+9************,my*******************,Unknown,18-30,2025-08
B1906,2be53f37298895795632144e52510d368f55e0345c1caa035315f419bb8c795f,AI035,2025-08-11 11:37:36.952,CANCELLED,22B,Air India,DEL,MAA,2026-04-17 23:17:41.701,2026-04-18 00:48:41.701,91.0,1.5166666666666666,91.0,0.0,Valid,PAY1032,11037.65,UPI,MyraSharma,Unknown,20,F,53**********,+9************,my*************************,Unknown,18-30,2025-08
B1907,06cf5fba4db048c6700c1058a21ce384bf0093a18e77441744df25a610cba230,6F147,2026-01-14 11:37:36.952,CANCELLED,1B,IndiGo,HYD,MAA,2026-04-17 19:57:41.703,2026-04-18 00:31:41.703,274.0,4.566666666666666,274.0,0.0,Valid,PAY1429,5451.44,CARD,Aarav,Chatterjee,22,M,43**********,+9************,aa************************,Unknown,18-30,2026-01
B1908,2dc43d859714a78e509c0d7143436d2f896de5518e1837c78151c59ccd78bcf1,SJ229,2025-08-09 11:37:36.952,CANCELLED,23B,SpiceJet,CCU,DEL,2026-04-17 22:25:41.704,2026-04-18 00:27:41.704,122.0,2.033333333333333,122.0,0.0,Valid,PAY1642,8834.05,CARD,Aarav,Ghosh,33,M,47*********,+9************,aa*********************,Unknown,31-45,2025-08
B1908,2dc43d859714a78e509c0d7143436d2f896de5518e1837c78151c59ccd78bcf1,SJ229,2025-08-09 11:37:36.952,CANCELLED,23B,SpiceJet,CCU,DEL,2026-04-17 22:25:41.704,2026-04-18 00:27:41.704,122.0,2.033333333333333,122.0,0.0,Valid,PAY1919,1912.8,CARD,Aarav,Ghosh,33,M,47*********,+9************,aa*********************,Unknown,31-45,2025-08
B1909,2bb472f799372f4d0f11780096f1b1c58d98d65d1f611d7d7e881bd650f76a1e,AI230,2025-11-14 11:37:36.952,PENDING,31B,Air India,CCU,BLR,2026-04-17 20:37:41.704,2026-04-18 00:22:41.704,225.0,3.75,225.0,0.0,Valid,,,,Ananya,Chatterjee,6,M,25**********,+9************,an******************************,Unknown,Under 18,2025-11
B1910,b3b2bddc4a1da01906c583ec44330f267849113c6afe3d26e04eafb43be7bbba,UK162,2025-06-10 11:37:36.952,CANCELLED,5C,Vistara,BOM,CCU,2026-04-17 22:47:41.703,2026-04-18 00:21:41.703,94.0,1.5666666666666667,94.0,0.0,Valid,PAY1687,13743.8,UPI,Myra,Mehta,89,F,86**********,+9************,my******************,Unknown,60+,2025-06
B1910,b3b2bddc4a1da01906c583ec44330f267849113c6afe3d26e04eafb43be7bbba,UK162,2025-06-10 11:37:36.952,CANCELLED,5C,Vistara,BOM,CCU,2026-04-17 22:47:41.703,2026-04-18 00:21:41.703,94.0,1.5666666666666667,94.0,0.0,Valid,PAY1915,7810.25,CARD,Myra,Mehta,89,F,86**********,+9************,my******************,Unknown,60+,2025-06
B1911,31992dce7e9c9433e21177f4b93370fbe1796e7ac7ccc3e608ea5e32af4c2512,AI066,2025-05-29 11:37:36.952,PENDING,27C,Air India,HYD,MAA,2026-04-17 21:51:41.701,2026-04-18 00:11:41.701,140.0,2.3333333333333335,140.0,0.0,Valid,,,,Shaurya,Chatterjee,62,M,59**********,+9************,sh****************************,Unknown,60+,2025-05
B1912,914fd328b6838ba3379c85bfac895fc6f0440b603b55ed4f057733c56c04d6b9,6F205,2025-09-09 11:37:36.952,CANCELLED,19D,IndiGo,HYD,BOM,2026-04-17 22:16:41.703,2026-04-18 00:02:41.703,106.0,1.7666666666666666,106.0,0.0,Valid,PAY1111,6279.57,NETBANKING,Vivaan,Verma,53,M,24**********,+9************,vi***********************,Unknown,46-60,2025-09
B1913,a1807f6186c536cb15f0948b636e884457174bd4c2692684959ad17b212b2efd,AI124,2025-05-24 11:37:36.952,CONFIRMED,27B,Air India,CCU,HYD,2026-04-17 20:28:41.702,2026-04-18 00:00:41.702,212.0,3.533333333333333,212.0,0.0,Valid,PAY1310,11211.97,NETBANKING,Kavya,Joshi,34,M,81**********,+9************,ka**********************,Unknown,31-45,2025-05
B1913,a1807f6186c536cb15f0948b636e884457174bd4c2692684959ad17b212b2efd,AI124,2025-05-24 11:37:36.952,CONFIRMED,27B,Air India,CCU,HYD,2026-04-17 20:28:41.702,2026-04-18 00:00:41.702,212.0,3.533333333333333,212.0,0.0,Valid,PAY1678,4083.41,CARD,Kavya,Joshi,34,M,81**********,+9************,ka**********************,Unknown,31-45,2025-05
B1914,79033b56d853693270e1b765fcd2c2250f8517228f25b69ce7432d748caae205,UK114,2025-10-19 11:37:36.952,PENDING,20A,Vistara,HYD,CCU,2026-04-17 22:10:41.702,2026-04-17 23:58:41.702,108.0,1.8,108.0,0.0,Valid,PAY1003,5079.38,NETBANKING,Ira,Banerjee,29,F,49**********,+9************,ir********************,Unknown,18-30,2025-10
B1915,872c2d1f8a7597ddba7c1d468c0ba7268feb945671e8b5048128902ef9717b02,AI231,2025-06-03 11:37:36.952,CANCELLED,18B,Air India,DEL,HYD,2026-04-17 21:52:41.704,2026-04-17 23:51:41.704,119.0,1.9833333333333334,119.0,0.0,Valid,PAY1822,1162.01,CARD,Sara,Verma,20,F,71**********,+9************,sa********************,Unknown,18-30,2025-06
B1916,9e61fe0e86b4cad7a455db60ce2f8d93248386a575d692ca20e92bff7c443b4a,AI113,2025-10-30 11:37:36.952,CONFIRMED,7D,Air India,CCU,HYD,2026-04-17 21:21:41.702,2026-04-17 23:51:41.702,150.0,2.5,150.0,0.0,Valid,PAY1016,3156.86,CARD,Sai,Kulkarni,52,M,89**********,+9************,sa**********************,Unknown,46-60,2025-10
B1916,9e61fe0e86b4cad7a455db60ce2f8d93248386a575d692ca20e92bff7c443b4a,AI113,2025-10-30 11:37:36.952,CONFIRMED,7D,Air India,CCU,HYD,2026-04-17 21:21:41.702,2026-04-17 23:51:41.702,150.0,2.5,150.0,0.0,Valid,PAY1016,3156.86,CARD,Sai,Kulkarni,52,M,77**********,+9************,sa********************,Unknown,46-60,2025-10
B1917,431bbc9bb28a7a5e0bf25020314c9e2c077bcec5d4488d3ac5565978cd0a75fe,UK180,2025-08-03 11:37:36.952,Unknown,27A,Vistara,CCU,MAA,2026-04-17 21:18:41.703,2026-04-17 23:29:41.703,131.0,2.183333333333333,131.0,0.0,Valid,,,,Muhammad,Khan,35,M,16**********,+9************,mu***********************,Unknown,31-45,2025-08
B1918,3f99f09b8067da26accb576db3f2755d59455a28748eeec02fdadd515a928c70,UK180,2025-10-07 11:37:36.952,CONFIRMED,2B,Vistara,CCU,MAA,2026-04-17 21:18:41.703,2026-04-17 23:29:41.703,131.0,2.183333333333333,131.0,0.0,Valid,PAY1760,2739.31,NETBANKING,Anika,Joshi,69,M,55**********,+9************,an********************,Unknown,60+,2025-10
B1918,3f99f09b8067da26accb576db3f2755d59455a28748eeec02fdadd515a928c70,UK180,2025-10-07 11:37:36.952,CONFIRMED,2B,Vistara,CCU,MAA,2026-04-17 21:18:41.703,2026-04-17 23:29:41.703,131.0,2.183333333333333,131.0,0.0,Valid,PAY1828,1356.26,NETBANKING,Anika,Joshi,69,M,55**********,+9************,an********************,Unknown,60+,2025-10
B1919,1f68d46059da9b9a4a5c3336102586d3876540469f32e6a4145a3a2905a10279,6F080,2026-03-17 11:37:36.952,PENDING,7C,IndiGo,HYD,MAA,2026-04-17 19:47:41.702,2026-04-17 23:13:41.702,206.0,3.433333333333333,206.0,0.0,Valid,,,,Arjun,Agarwal,62,F,62**********,+9************,ar*********************,Unknown,60+,2026-03
B1920,1ca865e5a1e1372e2cc2ceb74207227ffc8b5a70f33c3f8703ca456f0945e90e,SJ095,2025-05-11 11:37:36.952,PENDING,14A,SpiceJet,DEL,MAA,2026-04-17 20:09:41.702,2026-04-17 23:13:41.702,184.0,3.066666666666667,184.0,0.0,Valid,,,,Diya,Agarwal,32,M,35*********,+9************,di********************,Unknown,31-45,2025-05
B1921,68804d131b57c8e9ee1cf92265724a27b05a6295f7b18b2f0784c35a884bb867,SJ115,2025-04-24 11:37:36.952,CANCELLED,21F,SpiceJet,BOM,HYD,2026-04-17 21:05:41.702,2026-04-17 23:10:41.702,125.0,2.0833333333333335,125.0,0.0,Valid,PAY1101,9627.04,CARD,Reyansh,Ghosh,33,F,31**********,+9************,re*********************,Unknown,31-45,2025-04
B1922,8785d97a49642176b602076e8b51275a505e4a6609cb0c4d13cfcea549aa83b5,AI142,2025-05-14 11:37:36.952,CONFIRMED,7D,Air India,BOM,DEL,2026-04-17 20:49:41.702,2026-04-17 23:03:41.702,134.0,2.2333333333333334,134.0,0.0,Valid,PAY1596,11708.41,CARD,Aarav,Kulkarni,12,F,35**********,+9************,aa************************,Unknown,Under 18,2025-05
B1922,8785d97a49642176b602076e8b51275a505e4a6609cb0c4d13cfcea549aa83b5,AI142,2025-05-14 11:37:36.952,CONFIRMED,7D,Air India,BOM,DEL,2026-04-17 20:49:41.702,2026-04-17 23:03:41.702,134.0,2.2333333333333334,134.0,0.0,Valid,PAY1793,7858.51,CARD,Aarav,Kulkarni,12,F,35**********,+9************,aa************************,Unknown,Under 18,2025-05
B1923,d875da9e30d8c13cf9ffaf98a173908efd97998420362dbb0b645c106a87a144,UK169,2025-11-28 11:37:36.952,CANCELLED,33F,Vistara,HYD,DEL,2026-04-17 18:12:41.703,2026-04-17 23:01:41.703,289.0,4.816666666666666,289.0,0.0,Valid,PAY1555,8467.53,NETBANKING,Sai,Chatterjee,72,F,76**********,+9************,sa************************,Unknown,60+,2025-11
B1923,d875da9e30d8c13cf9ffaf98a173908efd97998420362dbb0b645c106a87a144,UK169,2025-11-28 11:37:36.952,CANCELLED,33F,Vistara,HYD,DEL,2026-04-17 18:12:41.703,2026-04-17 23:01:41.703,289.0,4.816666666666666,289.0,0.0,Valid,PAY1766,,UPI,Sai,Chatterjee,72,F,76**********,+9************,sa************************,Unknown,60+,2025-11
B1924,2bb472f799372f4d0f11780096f1b1c58d98d65d1f611d7d7e881bd650f76a1e,SJ041,2025-05-04 11:37:36.952,CANCELLED,27D,SpiceJet,CCU,HYD,2026-04-17 18:24:41.701,2026-04-17 22:59:41.701,275.0,4.583333333333333,275.0,0.0,Valid,PAY1549,4739.01,CARD,Ananya,Chatterjee,6,M,25**********,+9************,an******************************,Unknown,Under 18,2025-05
B1925,6dbf5c97b3972bc33cc630fd9406dd1e2957e28daf5a308f8093967137802876,UK171,2025-04-20 11:37:36.952,CONFIRMED,7D,Vistara,HYD,CCU,2026-04-17 19:59:41.703,2026-04-17 22:53:41.703,174.0,2.9,174.0,0.0,Valid,PAY1247,11102.07,UPI,Riya,Das,59,M,60**********,+9************,ri****************,Unknown,46-60,2025-04
B1925,6dbf5c97b3972bc33cc630fd9406dd1e2957e28daf5a308f8093967137802876,UK171,2025-04-20 11:37:36.952,CONFIRMED,7D,Vistara,HYD,CCU,2026-04-17 19:59:41.703,2026-04-17 22:53:41.703,174.0,2.9,174.0,0.0,Valid,PAY1514,12741.86,CARD,Riya,Das,59,M,60**********,+9************,ri****************,Unknown,46-60,2025-04
